,target,text
3939,0,strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom
2063,0,training tomorrow
7099,1,hmv bonus cd special 2 pounds genuine hmv vouchers lessons won free answer easy choice questions play now and send hmv
1677,0,yeah thats fine its in ok
5930,1,radio sunshine quiz win music super sony online dvd recorder canname s capital channel australia text mquiz b
6375,1,letter hello orange 12 months free access games news in sport programme plus free personal texts photo messages reply letters yes terms help apply wwworangecoukow
1059,0,tell theyre female v howre throwing in were deciding
1682,0,y lei
3148,0,oh thats late good night u tomorrow iam going sleep night night
6950,1,private mail account number statement marked xxxxxx shows whether unredeemed s and i or m points or identifier code expires
3102,0,pathaya enketa maraikara pa
3706,0,ok good making money
4954,0,lost pounds doc visit week woot woot im gonna celebrate stuffing face
852,0,real baby want bring inner tigress
3414,0,need it
2034,0,im gonna miss u
1917,0,fffff text kadeem far gone
7488,1,5 wow the boys r back ii uk 2017 tour win 100 vip tickets prebook vip club go txt club trackmarque ltd
2431,0,txting driving
6412,1,receiving weeks on triple b echo ringtone shortly enjoy wearing it
7516,1,bank international granite unit issues strongbuy explosive pick mine members suit up with nasdaq symbol cdgt in per
4582,0,course maths day chapter month finish
6428,1,netherlands germany pence minute fixed access line access thailand number 1 prepayment direct access
2006,0,cant major roles community outreach rock mel
2624,0,im coming home dinner
405,0,yep great loxahatchee xmas tree burning ltgt starts hour
392,0,hey sat going intro pilates only kickboxing too
3976,0,u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee
3061,0,kkfrom tomorrow onwards started ah
4175,0,pls pls drink plenty plenty water
1325,0,plz number shows coveragd area urgnt vasai amp reach clock plz
863,0,sorry guess hold connections maybe hour two ill text
485,0,change fb jaykwon thuglyfe falconerf
864,0,u find time bus coz need sort stuff out
6809,1,tried reply through sms video assistance mobile internet mins card unlimited direct text link free camcorder reply del thurs
5919,1,missed call alert numbers were called left message
5709,1,u might know i asked his dating service to contact you 2 cant guess who revealed pobox
7113,1,congrats mobile phones videophones r yours now your videochat and wid watch mates play loud java flash games dload 5 polyph music tv noline sound rentl
3850,0,u town alone
1287,0,night ended day morning come special way smile like sunny rays leaves worries blue blue bay gud mrng
1146,1,thank you winner notified sms good luck future marketing reply stop customer services 
5617,1,winner highly valued network customer selected customer receivea minimum prize reward claim claim code two valid hours available only
4498,0,ok
7544,1,yes chances win cash pounds a txt send cost tsandcs they apply that reply for hl info
1245,0,now im going dinner soon
5064,0,ok wan watch e pm show
2481,1,urgent landline complementary tenerife holiday cash await collection sae tcs po box sender hol offer
2538,0,thats y haf combine n c lor
6091,1,australia sunshine world quiz win super sony dvd recorder canname capital access australia mega text box mquiz b
6857,1,congrats new year special cinema pass yours v now r c e suprman v etc free films dont not miss out
5004,1,cds congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs 
1475,0,friendship game play word say doesnt start march ends may tomorrow yesterday today e
7256,1,congratulations ur profile awarded cd purchase vouchers by guaranteed free concert entry wkly draw your txt world music
3997,0,well pay like ltgt yrs difficult
2643,0,try lost fact tee hee
3613,0,k roommate wants dubsack friend want plan bringing extra ill tell know sure
146,0,whats staff taking class us
94,0,havent planning buy later check lido got e afternoon u finish work already
6140,1,congratulations congratulations do u purchase claim vip row benefit tickets with c blu concert november 3 blu gift guaranteed claim tscs wwwsmsconet
4613,0,sorry da gone mad pending works do
5786,1,welcome service select service added benefits training specially trained special advisors free services mobile dialling
6289,1,subscription free per week entry textpod game chance a win game ipod cash wk open txt sharing vpod site tscs wwwtextpodnet custcare
7230,1,we claim our shopping spree now won
4647,1,tried contact reply offer video phone anytime network mins half price line rental camcorder reply 
4798,1,santa calling little ones like santa xmas eve book time tc wwwsantacallingcom
435,0,available now im like right hillsborough amp ltgt th
6774,1,tried contact reply option offer ten mins textand offers new video phone reply and free delivery in tomorrow
1555,0,yeah totes u wanna
5188,0,okie
432,0,usually fucking minutes respond yes question
3108,0,hi happy new year dont mean intrude pls let know tuition paid semester semester is thanks
4529,0,u missed u havent bit bored holiday want bak college sad isnt itxx
5301,0,time come tomorrow
5180,0,babe fucking love know fuck good hear voice need that crave it cant enough adore you ahmad kisses
2413,1,dont know u u dont know me send chat lets find other rcvd ldn years over
4254,0,juz havent woke bit blur blur can dad went liao cant cum oso
2947,0, fucks sake x
3525,0,yeah thatd pretty best case scenario
67,1,urgent ur awarded complimentary trip eurodisinc trav claim txt dis 
1655,0,wishing family merry x mas happy new year advance
2248,1, work half term over u c sexy passion back chat luv dena calls 
217,0,tired havent slept past nights
4655,0,hope having great day
2025,0,u having lunch alone bored
2073,0,wondarfull song
3075,0,don know didt msg recently
4446,0, celebrate bday y else
6257,1,winner valued free network if customer selected receivea prize reward claim fee claim code valid service hours paid only
2858,0,today im workin free oso gee thgt u workin ur frens shop 
4943,0,im eatin lor goin work soon e mountain deer huh watch liao nice
2358,0,okay me thanks clarification
2814,0,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly
5883,1,interflora its order late order christmas interflora the flowers at christmas place order midnight coffee tomorrow
4767,0,whens radio show
6906,1,important information orange key user welcome today lucky log theres fantastic present surprise awaiting... you
6559,1,want anything anytime network mins text new video orange phone pounds for week end reply delivery change tomorrow
6674,1,free unlimited free hardcore porn direct mobile free txt porn free access windows hrs 3 day download txt stop motion msg free
2804,1,freemsgfav xmas tonesreply real
169,0,great escape fancy bridge needs lager tomo
2124,1, congratulations weeks competition draw u won prize claim tcsstop sms 
2648,0,its taxt massagetiepos argh ok lool
2433,0,dun bluff leh u sleep early too nite
6851,1,live xmas games reward waiting you computer randomly picked loyal and mobile customers players receive reward
1085,0,love start attractioni feel need time meshe thing comes thoughtsi start day end hershe time dreamlove breath namemy life happen hermy life named heri cry herwill happiness sorrowsi ready fight heri love craziest things herlove dont proove girl beautiful lady planeti singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill morning thank god day mei like lotwill tell later
2618,0,cant pick phone right now pls send message
3117,0,uncle abbey happy new year abiola
72,0,hi babe im home wanna something xx
1569,0,today accept dayu accept as brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
5496,0,yes trust u buy new stuff asap try
3727,0,chikku nt yet ya im free
6067,1,how urgent trying contact is you weekends draw shows won prize guaranteed loss claim due code valid
7431,1,so u made secret admirer of looking... contact ufind rreveal or thinks ur is specialcall
1942,1,done costa del sol holiday await collection toclaim sae tcs stockport 
7233,1,the free tones hope users enjoyed new downloadable content text stop to unsubscribe it provided
2166,0,im coming home dinner
6524,1,download x ringtones whether u like y restrictions y choose u send yr buddys txt have sir
3177,0,havent waitin usual come sch oredi
5491,0,u studying sch going home ill b going sch later
4277,0,send auntys number
6896,1,when tried reply sms with video mobile mins unlimited text order free access camcorder to reply
3861,0,yep like pink furniture tho
3987,0,friendship game play word say doesnt start march ends may tomorrow yesterday today e
5302,0,ltgt bucks banks fees fixed better bank find out
2210,0,hmm well night night
1118,1, won price claim 
7425,1,u wanna phone now w wanna chat on set meet u cum luv jane x xx
2423,0,bloo bloo bloo ill miss bowl
3815,0,can dunno wat her
3229,1,chances win cash pounds txt send cost tsandcs apply reply hl info
4028,0,yes princess going moan
2447,0,sorry ill later
6737,1,android free wire nokia motorola liberty upto net linerental free xnet free wireless btooth
3025,0,love ya try budget money better babe gary freak knew
2942,0,supervisor find lor thk students havent ask yet tell u aft ask her
3464,0,seeking lady street freak sheets you
4808,1,private account statement shows unredeemed bonus points claim identifier code expires 
974,0,account number
